restaurant_id,name,zone_id,district,category,price_level,base_prep_time_mean_min,base_prep_time_std_min,capacity_tier,has_consistent_promo,promo_pattern,matchday_sensitivity,latency_pressure_factor
R0998,Usera Dessert 0998,Z12,Usera,dessert,3,8.7,1.5,medium,false,none,high,0.86
R0999,Metropolitano Dessert 0999,Z20,San Blas-Canillejas,dessert,4,7.9,1.9,medium,true,lunch_combo,high,1.04
R1000,River Go 1000,Z02,Arganzuela,grocery_convenience,2,8.0,1.6,large,false,none,low,0.92
R1001,Monte District 1001,Z08,Fuencarral-El Pardo,burger,2,13.5,2.8,small,true,weekend_discount,low,1.21
R1002,Usera Tapas 1002,Z12,Usera,spanish_tapas,2,15.5,3.4,small,false,none,low,1.13
R1003,Usera Zen 1003,Z12,Usera,sushi,2,20.6,3.5,medium,true,healthy_lunch,medium,1.22
R1004,Chamberi Stack 1004,Z07,Chamberí,burger,1,13.9,2.3,medium,true,weekend_discount,high,1.1
R1005,Verde LaPlaza 1005,Z17,Villaverde,spanish_tapas,2,18.1,2.5,small,false,none,medium,0.9
R1006,Aravaca Express 1006,Z09,Moncloa-Aravaca,fast_food,1,11.5,2.1,small,true,lunch_combo,low,0.94
R1007,Verde Daily 1007,Z17,Villaverde,grocery_convenience,1,6.3,1.4,medium,false,none,medium,0.89
R1008,River Loco 1008,Z02,Arganzuela,mexican,1,12.4,2.7,small,false,random_flash,low,1.39
R1009,River Taquería 1009,Z02,Arganzuela,mexican,1,14.3,2.7,medium,true,taco_tuesday_2x1,medium,0.89
R1010,Central Burrito 1010,Z01,Centro,mexican,1,14.2,3.0,medium,true,taco_tuesday_2x1,low,1.4
R1011,Verde Sweet 1011,Z17,Villaverde,dessert,2,7.5,1.4,medium,false,none,low,1.11
R1012,Central Box 1012,Z01,Centro,fast_food,1,10.0,2.1,medium,false,none,medium,0.91
R1013,Aravaca Taquería 1013,Z09,Moncloa-Aravaca,mexican,1,13.1,3.0,medium,true,taco_tuesday_2x1,low,1.1
R1014,Horta Oven 1014,Z16,Hortaleza,pizza,2,17.6,2.9,small,true,weekend_discount,medium,0.87
R1015,Verde Cantina 1015,Z17,Villaverde,mexican,1,11.3,2.6,small,true,taco_tuesday_2x1,medium,1.06
R1016,Metropolitano LaPlaza 1016,Z20,San Blas-Canillejas,spanish_tapas,1,17.2,3.2,small,true,healthy_lunch,high,0.87
R1017,Park Casa 1017,Z03,Retiro,spanish_tapas,3,17.9,3.0,small,false,none,low,0.77
R1018,Chamberi Wrap 1018,Z07,Chamberí,kebab,2,9.2,2.0,small,false,random_flash,high,0.91
R1019,Norte Taco 1019,Z06,Tetuán,mexican,2,14.0,2.2,large,false,none,medium,0.84
R1020,Vallecas Grill 1020,Z13,Puente de Vallecas,burger,2,14.6,2.3,medium,true,lunch_combo,high,0.83
R1021,Cara Pizzeria 1021,Z11,Carabanchel,pizza,2,14.2,2.4,medium,false,random_flash,low,1.09
R1022,Central Taberna 1022,Z01,Centro,spanish_tapas,3,16.6,3.1,large,false,none,low,1.15
R1023,River Napoli 1023,Z02,Arganzuela,pizza,2,15.3,2.3,large,true,weekend_discount,medium,0.88
R1024,River Go 1024,Z02,Arganzuela,grocery_convenience,1,7.1,1.8,medium,true,healthy_lunch,low,1.31
R1025,Vallecas Roma 1025,Z13,Puente de Vallecas,pizza,3,16.7,2.3,medium,true,lunch_combo,medium,1.05
R1026,Latina Express 1026,Z10,Latina,fast_food,2,10.8,2.4,medium,true,weekend_discount,medium,0.83
R1027,Chamberi Grill 1027,Z07,Chamberí,burger,3,13.1,2.7,small,true,weekend_discount,low,1.19
R1028,River Express 1028,Z02,Arganzuela,fast_food,3,10.6,2.0,small,true,weekend_discount,low,1.14
R1029,Villa Wrap 1029,Z18,Villa de Vallecas,kebab,1,9.3,1.8,small,false,none,low,1.33
R1030,Lineal Sakura 1030,Z15,Ciudad Lineal,sushi,2,21.5,4.5,small,true,healthy_lunch,medium,1.03
R1031,Latina Slice 1031,Z10,Latina,pizza,3,15.6,2.7,small,false,none,medium,1.33
R1032,Bernabeu Cantina 1032,Z05,Chamartín,mexican,3,14.0,2.6,small,false,random_flash,high,1.01
R1033,Chamberi Cookie 1033,Z07,Chamberí,dessert,2,8.6,1.6,large,true,weekend_discount,medium,1.14
R1034,Lineal Pizzeria 1034,Z15,Ciudad Lineal,pizza,3,17.0,3.1,medium,false,random_flash,low,1.08
R1035,Lineal Pizza 1035,Z15,Ciudad Lineal,pizza,3,15.0,2.3,medium,false,none,medium,0.86
R1036,Central Bites 1036,Z01,Centro,fast_food,2,10.6,2.2,large,true,weekend_discount,low,1.27
R1037,Central Casa 1037,Z01,Centro,spanish_tapas,3,19.0,3.3,medium,true,healthy_lunch,low,0.89
R1038,Usera Wasabi 1038,Z12,Usera,sushi,2,21.5,4.2,large,false,none,medium,1.06
R1039,Villa Burger 1039,Z18,Villa de Vallecas,burger,2,14.2,2.8,medium,false,random_flash,low,1.3
R1040,Central Green 1040,Z01,Centro,healthy,2,12.3,1.7,small,false,none,medium,1.18
R1041,Bernabeu Wrap 1041,Z05,Chamartín,kebab,2,8.9,2.1,small,false,none,medium,1.04
R1042,Verde Gelato 1042,Z17,Villaverde,dessert,2,9.0,1.7,medium,false,random_flash,medium,0.89
R1043,Usera Taco 1043,Z12,Usera,mexican,2,11.1,2.7,small,false,none,low,1.23
R1044,Monte Napoli 1044,Z08,Fuencarral-El Pardo,pizza,1,14.8,2.4,large,false,random_flash,low,1.24
R1045,Chamberi Corner 1045,Z07,Chamberí,fast_food,3,10.9,1.8,large,true,weekend_discount,low,1.34
R1046,Norte Corner 1046,Z06,Tetuán,fast_food,2,11.4,1.7,medium,true,weekend_discount,medium,1.03
R1047,Monte Pizza 1047,Z08,Fuencarral-El Pardo,pizza,3,16.0,3.2,small,false,none,medium,0.84
R1048,Central Fit 1048,Z01,Centro,healthy,3,11.0,2.3,small,true,healthy_lunch,medium,1.23
R1049,Vallecas Fit 1049,Z13,Puente de Vallecas,healthy,2,11.2,2.1,small,false,none,low,0.9
R1050,Vical Go 1050,Z19,Vicálvaro,fast_food,1,10.8,2.4,medium,true,lunch_combo,medium,0.87
R1051,Central Smash 1051,Z01,Centro,burger,2,14.3,2.5,small,false,random_flash,medium,0.78
R1052,Golden Patty 1052,Z04,Salamanca,burger,1,14.2,2.3,medium,false,random_flash,medium,1.1
R1053,Aravaca Bites 1053,Z09,Moncloa-Aravaca,fast_food,2,11.7,1.8,medium,true,lunch_combo,low,0.94
R1054,Golden Stack 1054,Z04,Salamanca,burger,2,14.1,2.1,medium,true,lunch_combo,medium,1.36
R1055,Aravaca District 1055,Z09,Moncloa-Aravaca,burger,4,14.1,2.7,medium,false,random_flash,high,0.99
R1056,Golden Bites 1056,Z04,Salamanca,fast_food,2,10.5,1.9,small,false,none,medium,1.09
R1057,Cara Churro 1057,Z11,Carabanchel,dessert,1,7.6,2.1,large,true,lunch_combo,low,0.89
R1058,Bernabeu Hub 1058,Z05,Chamartín,fast_food,1,12.3,1.6,medium,false,none,medium,0.93
R1059,Morata Azteca 1059,Z14,Moratalaz,mexican,2,13.8,2.8,medium,true,taco_tuesday_2x1,low,0.94
R1060,Cara Express 1060,Z11,Carabanchel,grocery_convenience,2,7.7,1.6,medium,true,healthy_lunch,low,1.0
R1061,Lineal Brothers 1061,Z15,Ciudad Lineal,kebab,2,8.6,2.0,small,false,random_flash,medium,1.05
R1062,Morata Roma 1062,Z14,Moratalaz,pizza,1,17.4,2.7,large,true,lunch_combo,medium,0.95
R1063,Aravaca Hub 1063,Z09,Moncloa-Aravaca,fast_food,2,10.4,1.9,medium,false,none,medium,0.88
R1064,Monte Taberna 1064,Z08,Fuencarral-El Pardo,spanish_tapas,2,17.3,3.4,small,true,healthy_lunch,medium,0.79
R1065,Chamberi Corner 1065,Z07,Chamberí,fast_food,2,11.2,2.3,small,true,weekend_discount,medium,0.72
R1066,Aravaca Now 1066,Z09,Moncloa-Aravaca,grocery_convenience,1,7.6,1.2,small,true,healthy_lunch,low,0.75
R1067,Monte Roma 1067,Z08,Fuencarral-El Pardo,pizza,2,15.0,3.0,small,false,none,low,1.13
R1068,Aravaca Brothers 1068,Z09,Moncloa-Aravaca,kebab,1,9.0,1.8,small,false,none,low,0.83
R1069,Bernabeu Zen 1069,Z05,Chamartín,sushi,4,20.7,4.5,medium,false,random_flash,high,0.86
R1070,Aravaca Garden 1070,Z09,Moncloa-Aravaca,healthy,2,11.2,2.2,large,true,healthy_lunch,medium,1.08
R1071,Bernabeu Azteca 1071,Z05,Chamartín,mexican,2,13.5,2.5,small,true,taco_tuesday_2x1,high,0.94
R1072,Lineal Roots 1072,Z15,Ciudad Lineal,healthy,1,11.1,2.2,small,false,random_flash,high,0.97
R1073,Golden Zen 1073,Z04,Salamanca,sushi,3,24.5,4.4,large,false,none,high,0.83
R1074,Golden Casa 1074,Z04,Salamanca,spanish_tapas,2,20.1,3.0,medium,true,healthy_lunch,low,0.84
R1075,Central Stack 1075,Z01,Centro,burger,2,13.6,2.4,large,false,none,low,1.13
R1076,River Gelato 1076,Z02,Arganzuela,dessert,1,9.2,2.0,small,true,lunch_combo,medium,0.7
R1077,Lineal Fresh 1077,Z15,Ciudad Lineal,healthy,1,11.6,2.3,medium,true,healthy_lunch,medium,1.17
R1078,Verde Go 1078,Z17,Villaverde,fast_food,3,11.2,2.3,medium,false,none,high,0.85
R1079,Latina Express 1079,Z10,Latina,fast_food,2,11.3,1.8,medium,true,lunch_combo,medium,0.91
R1080,Chamberi Box 1080,Z07,Chamberí,fast_food,3,12.3,2.2,small,true,weekend_discount,medium,0.99
R1081,Golden Patty 1081,Z04,Salamanca,burger,2,13.1,2.1,small,false,random_flash,low,0.93
R1082,Verde Bodega 1082,Z17,Villaverde,spanish_tapas,2,16.6,3.1,medium,false,random_flash,medium,1.02
R1083,Metropolitano Cookie 1083,Z20,San Blas-Canillejas,dessert,2,7.6,1.7,small,false,none,medium,1.04
R1084,Bernabeu Slice 1084,Z05,Chamartín,pizza,3,14.3,2.8,small,true,weekend_discount,high,1.13
R1085,Monte Gelato 1085,Z08,Fuencarral-El Pardo,dessert,1,8.1,1.7,small,true,lunch_combo,medium,0.86
R1086,Villa District 1086,Z18,Villa de Vallecas,burger,1,13.8,2.3,small,false,none,low,0.96
R1087,Morata Bites 1087,Z14,Moratalaz,fast_food,2,11.6,2.4,small,true,lunch_combo,low,1.16
R1088,Bernabeu Napoli 1088,Z05,Chamartín,pizza,1,16.6,2.8,large,false,none,high,1.14
R1089,Vallecas Slice 1089,Z13,Puente de Vallecas,pizza,3,15.7,3.1,large,true,weekend_discount,high,1.11
R1090,Vical Corner 1090,Z19,Vicálvaro,fast_food,2,11.5,1.6,medium,false,random_flash,high,1.04
R1091,Vallecas Taberna 1091,Z13,Puente de Vallecas,spanish_tapas,2,19.1,2.7,small,true,healthy_lunch,low,1.22
R1092,Morata Pizza 1092,Z14,Moratalaz,pizza,2,14.0,2.3,medium,true,lunch_combo,low,0.9
R1093,Horta Taberna 1093,Z16,Hortaleza,spanish_tapas,2,18.8,2.6,small,false,none,low,1.02
R1094,Bernabeu Corner 1094,Z05,Chamartín,fast_food,2,9.6,2.0,small,true,weekend_discount,medium,1.14
R1095,Norte Napoli 1095,Z06,Tetuán,pizza,2,14.8,2.3,medium,true,lunch_combo,medium,1.07
R1096,River Slice 1096,Z02,Arganzuela,pizza,2,16.4,2.4,large,true,lunch_combo,medium,0.99
R1097,Park Wrap 1097,Z03,Retiro,kebab,2,9.5,1.5,medium,false,none,low,0.74
R1098,Lineal Box 1098,Z15,Ciudad Lineal,fast_food,2,10.9,2.2,medium,false,none,medium,1.01
R1099,Bernabeu Shawarma 1099,Z05,Chamartín,kebab,2,8.2,2.0,medium,false,none,high,1.12
R1100,Central Go 1100,Z01,Centro,fast_food,1,11.0,2.0,large,true,weekend_discount,low,0.99
R1101,Park Taberna 1101,Z03,Retiro,spanish_tapas,2,18.7,2.4,small,false,none,low,0.87
R1102,Verde Smash 1102,Z17,Villaverde,burger,2,13.2,2.1,medium,true,weekend_discount,low,1.19
R1103,Usera Loco 1103,Z12,Usera,mexican,2,13.2,3.0,large,false,none,medium,1.16
R1104,Vallecas Tokyo 1104,Z13,Puente de Vallecas,sushi,2,21.3,4.8,small,false,random_flash,low,1.05
R1105,Monte Pizza 1105,Z08,Fuencarral-El Pardo,pizza,2,15.7,3.0,large,true,lunch_combo,high,0.96
R1106,Park Patty 1106,Z03,Retiro,burger,2,13.6,2.3,small,false,random_flash,low,1.24
R1107,Central Box 1107,Z01,Centro,fast_food,2,11.4,1.7,medium,false,random_flash,medium,1.31
R1108,Aravaca Cream 1108,Z09,Moncloa-Aravaca,dessert,1,8.4,1.9,medium,true,weekend_discount,low,0.7
R1109,Aero Bites 1109,Z21,Barajas,fast_food,1,11.7,1.9,large,true,weekend_discount,medium,1.32
R1110,Chamberi Shawarma 1110,Z07,Chamberí,kebab,2,9.0,1.7,medium,false,none,medium,0.97
R1111,Horta Pizza 1111,Z16,Hortaleza,pizza,3,17.3,3.3,medium,false,none,low,0.7
R1112,Aravaca Tokyo 1112,Z09,Moncloa-Aravaca,sushi,2,19.7,3.8,small,false,none,low,0.93
R1113,Cara Bowl 1113,Z11,Carabanchel,healthy,2,13.1,1.8,small,false,none,low,0.72
R1114,Golden Slice 1114,Z04,Salamanca,pizza,1,15.8,2.7,small,false,none,medium,1.17
R1115,Central Patty 1115,Z01,Centro,burger,2,15.2,2.2,small,false,random_flash,high,1.09
R1116,Vallecas Roll 1116,Z13,Puente de Vallecas,sushi,2,19.5,4.6,medium,false,none,high,1.01
R1117,Central Churro 1117,Z01,Centro,dessert,3,8.5,1.5,medium,true,weekend_discount,low,1.41
R1118,Usera Napoli 1118,Z12,Usera,pizza,1,16.8,3.1,small,false,random_flash,low,0.79
R1119,Verde Stack 1119,Z17,Villaverde,burger,2,13.9,2.6,small,false,random_flash,high,1.02
R1120,Park Casa 1120,Z03,Retiro,spanish_tapas,4,18.9,2.7,small,false,none,medium,1.1
R1121,Vallecas Tapas 1121,Z13,Puente de Vallecas,spanish_tapas,1,17.5,3.0,medium,true,healthy_lunch,low,0.97
R1122,River Churro 1122,Z02,Arganzuela,dessert,2,8.3,2.1,medium,false,none,medium,1.22
R1123,Norte Box 1123,Z06,Tetuán,fast_food,3,10.6,2.4,large,false,none,low,1.25
R1124,Bernabeu Oven 1124,Z05,Chamartín,pizza,1,16.5,2.5,small,false,none,high,1.22
R1125,Bernabeu Fresh 1125,Z05,Chamartín,healthy,2,11.6,2.3,medium,false,none,medium,1.24
R1126,Park Daily 1126,Z03,Retiro,grocery_convenience,1,6.7,1.6,small,false,none,low,0.97
R1127,Golden Fit 1127,Z04,Salamanca,healthy,3,12.0,2.1,small,false,random_flash,medium,0.96
R1128,Villa Taquería 1128,Z18,Villa de Vallecas,mexican,1,13.8,2.6,small,true,weekend_discount,high,1.18
R1129,Usera Kebab 1129,Z12,Usera,kebab,1,8.5,2.1,small,false,none,medium,1.03
R1130,Monte Taberna 1130,Z08,Fuencarral-El Pardo,spanish_tapas,2,16.7,2.9,small,false,none,medium,1.06
R1131,Norte Pizzeria 1131,Z06,Tetuán,pizza,2,18.1,2.5,large,false,none,high,1.1
R1132,Norte Stack 1132,Z06,Tetuán,burger,2,14.9,2.8,large,false,none,low,1.04
R1133,Golden Express 1133,Z04,Salamanca,grocery_convenience,1,6.4,1.8,small,false,none,low,1.5
R1134,Chamberi Burger 1134,Z07,Chamberí,burger,2,14.2,2.2,small,false,none,medium,1.21
R1135,Vallecas Bites 1135,Z13,Puente de Vallecas,fast_food,3,10.5,1.9,medium,false,random_flash,low,1.15
R1136,Villa Wrap 1136,Z18,Villa de Vallecas,kebab,2,9.0,1.5,medium,true,healthy_lunch,low,0.92
R1137,Verde Mesón 1137,Z17,Villaverde,spanish_tapas,3,17.0,2.8,medium,false,none,high,0.87
R1138,Verde Grill 1138,Z17,Villaverde,burger,2,13.2,2.5,medium,false,none,low,1.28
R1139,Park Grill 1139,Z03,Retiro,burger,2,14.7,2.1,small,true,lunch_combo,low,1.1
R1140,Chamberi Patty 1140,Z07,Chamberí,burger,1,13.2,2.0,medium,true,lunch_combo,low,1.23
R1141,Cara Pizza 1141,Z11,Carabanchel,pizza,1,16.8,3.0,small,false,random_flash,low,1.15
R1142,Norte Corner 1142,Z06,Tetuán,fast_food,1,10.4,2.2,medium,true,lunch_combo,medium,0.82
R1143,Bernabeu Loco 1143,Z05,Chamartín,mexican,1,13.4,3.0,large,true,taco_tuesday_2x1,high,1.27
R1144,Metropolitano Fresh 1144,Z20,San Blas-Canillejas,healthy,1,12.4,2.1,small,false,random_flash,high,0.73
R1145,Chamberi Napoli 1145,Z07,Chamberí,pizza,2,16.0,2.6,medium,false,random_flash,medium,1.26
R1146,Norte Hub 1146,Z06,Tetuán,fast_food,1,11.3,2.2,medium,true,lunch_combo,medium,1.02
R1147,Monte Express 1147,Z08,Fuencarral-El Pardo,fast_food,2,10.5,2.4,medium,true,weekend_discount,low,1.06
R1148,Horta Fit 1148,Z16,Hortaleza,healthy,2,12.6,1.7,medium,false,none,low,1.04
R1149,River Taquería 1149,Z02,Arganzuela,mexican,1,14.3,2.6,small,false,none,medium,0.87
R1150,Cara Gelato 1150,Z11,Carabanchel,dessert,3,8.2,2.2,medium,false,random_flash,low,0.77
R1151,Usera Bites 1151,Z12,Usera,fast_food,2,11.0,2.2,medium,true,lunch_combo,low,0.81
R1152,Latina Dessert 1152,Z10,Latina,dessert,1,8.4,2.0,medium,true,lunch_combo,low,1.0
R1153,Lineal Kebab 1153,Z15,Ciudad Lineal,kebab,1,9.5,1.5,small,false,none,low,1.02
R1154,Aravaca Shawarma 1154,Z09,Moncloa-Aravaca,kebab,2,8.2,1.7,small,false,none,medium,1.04
R1155,Horta Roll 1155,Z16,Hortaleza,sushi,2,20.5,3.3,large,false,none,low,0.88
R1156,Aravaca Slice 1156,Z09,Moncloa-Aravaca,pizza,2,15.2,3.1,medium,true,lunch_combo,medium,0.97
R1157,Aravaca Grill 1157,Z09,Moncloa-Aravaca,kebab,2,9.1,2.1,medium,false,none,medium,1.0
R1158,Villa Bites 1158,Z18,Villa de Vallecas,fast_food,3,11.5,1.8,small,true,lunch_combo,low,1.13
R1159,Morata Go 1159,Z14,Moratalaz,grocery_convenience,2,6.8,1.7,small,false,none,low,1.1
R1160,Cara Roots 1160,Z11,Carabanchel,healthy,2,11.6,2.0,large,false,none,low,1.2
R1161,Lineal Zen 1161,Z15,Ciudad Lineal,sushi,2,23.5,4.4,medium,false,none,high,1.01
R1162,Aravaca Roma 1162,Z09,Moncloa-Aravaca,pizza,2,15.2,2.4,medium,false,none,low,0.81
R1163,Vallecas Mart 1163,Z13,Puente de Vallecas,grocery_convenience,2,7.4,1.6,large,true,healthy_lunch,low,1.22
R1164,Lineal Napoli 1164,Z15,Ciudad Lineal,pizza,3,16.3,2.7,large,true,weekend_discount,low,0.91
R1165,Villa Oven 1165,Z18,Villa de Vallecas,pizza,1,17.2,2.8,medium,true,lunch_combo,medium,1.05
R1166,Park Sakura 1166,Z03,Retiro,sushi,2,20.1,4.7,small,false,none,low,0.9
R1167,Central Box 1167,Z01,Centro,fast_food,2,10.3,1.9,medium,false,none,low,1.07
R1168,Monte Fit 1168,Z08,Fuencarral-El Pardo,healthy,2,11.9,2.1,medium,false,random_flash,medium,0.99
R1169,Lineal Bodega 1169,Z15,Ciudad Lineal,spanish_tapas,2,19.3,2.9,medium,true,healthy_lunch,low,0.89
R1170,Morata Taco 1170,Z14,Moratalaz,mexican,2,12.1,2.3,small,true,weekend_discount,medium,1.2
R1171,Bernabeu Garden 1171,Z05,Chamartín,healthy,4,11.5,1.9,small,false,none,medium,1.11
R1172,Usera Azteca 1172,Z12,Usera,mexican,1,13.7,2.2,large,true,weekend_discount,low,1.17
R1173,Bernabeu Fit 1173,Z05,Chamartín,healthy,3,11.3,1.9,medium,false,none,high,1.13
R1174,Bernabeu Pizzeria 1174,Z05,Chamartín,pizza,2,16.7,2.4,small,true,lunch_combo,medium,0.91
R1175,Horta Burrito 1175,Z16,Hortaleza,mexican,2,13.4,2.3,large,true,taco_tuesday_2x1,medium,1.15
R1176,Horta Zen 1176,Z16,Hortaleza,sushi,3,19.5,3.8,medium,true,healthy_lunch,medium,1.02
R1177,Golden Bites 1177,Z04,Salamanca,fast_food,3,11.2,1.9,medium,false,none,low,0.85
R1178,Horta LaPlaza 1178,Z16,Hortaleza,spanish_tapas,3,17.9,2.4,medium,false,none,low,0.83
R1179,Golden Now 1179,Z04,Salamanca,grocery_convenience,2,7.8,1.5,medium,false,random_flash,low,1.25
R1180,Park Express 1180,Z03,Retiro,grocery_convenience,1,6.9,1.8,small,false,random_flash,low,0.89
R1181,Vallecas Churro 1181,Z13,Puente de Vallecas,dessert,2,8.4,1.9,medium,true,lunch_combo,low,1.05
R1182,Morata Pizzeria 1182,Z14,Moratalaz,pizza,1,15.0,2.8,small,false,random_flash,low,1.03
R1183,Bernabeu Corner 1183,Z05,Chamartín,fast_food,3,12.1,2.2,small,false,none,medium,1.34
R1184,Chamberi Corner 1184,Z07,Chamberí,fast_food,2,10.6,2.0,medium,false,none,medium,1.11
R1185,Horta Smash 1185,Z16,Hortaleza,burger,2,12.9,2.0,medium,true,weekend_discount,high,1.0
R1186,Verde Burrito 1186,Z17,Villaverde,mexican,1,13.9,2.5,large,true,taco_tuesday_2x1,low,1.08
R1187,Monte Burger 1187,Z08,Fuencarral-El Pardo,burger,2,14.2,2.2,medium,true,weekend_discount,medium,1.21
R1188,Latina Cantina 1188,Z10,Latina,mexican,2,13.3,2.3,small,false,random_flash,medium,1.17
R1189,Monte Roll 1189,Z08,Fuencarral-El Pardo,sushi,2,21.2,4.7,medium,false,none,medium,0.86
R1190,Park Oven 1190,Z03,Retiro,pizza,3,15.7,2.9,medium,true,weekend_discount,low,1.14
R1191,Central Pizzeria 1191,Z01,Centro,pizza,3,17.6,2.3,medium,true,weekend_discount,low,1.05
R1192,Bernabeu Oven 1192,Z05,Chamartín,pizza,2,15.1,3.1,medium,false,random_flash,high,1.25
R1193,Golden Express 1193,Z04,Salamanca,fast_food,2,9.9,2.0,large,true,weekend_discount,medium,1.14
R1194,Usera Gelato 1194,Z12,Usera,dessert,1,8.8,1.5,small,true,lunch_combo,low,0.98
R1195,Chamberi Patty 1195,Z07,Chamberí,burger,1,14.0,2.7,small,true,weekend_discount,medium,0.94
R1196,Bernabeu Burger 1196,Z05,Chamartín,burger,2,13.5,2.6,medium,false,none,medium,1.3
R1197,Park Mesón 1197,Z03,Retiro,spanish_tapas,4,17.2,3.5,medium,false,none,medium,1.32
R1198,Chamberi Tokyo 1198,Z07,Chamberí,sushi,3,22.0,4.2,large,true,healthy_lunch,medium,1.08
R1199,Chamberi Tapas 1199,Z07,Chamberí,spanish_tapas,4,20.8,2.8,medium,false,none,low,1.3
R1200,Horta Napoli 1200,Z16,Hortaleza,pizza,2,14.8,3.1,medium,false,none,low,0.88
R1201,Monte Tapas 1201,Z08,Fuencarral-El Pardo,spanish_tapas,2,16.6,2.6,small,false,none,low,1.05
R1202,Chamberi Dessert 1202,Z07,Chamberí,dessert,1,7.8,1.9,medium,false,none,low,1.2
R1203,Metropolitano Gelato 1203,Z20,San Blas-Canillejas,dessert,2,9.1,1.5,small,true,lunch_combo,high,1.01
R1204,Golden Fresh 1204,Z04,Salamanca,healthy,3,11.7,2.4,large,false,none,low,1.0
R1205,Aravaca Grill 1205,Z09,Moncloa-Aravaca,burger,1,14.1,2.5,medium,false,none,low,1.04
R1206,Metropolitano Oven 1206,Z20,San Blas-Canillejas,pizza,3,15.7,2.4,large,true,weekend_discount,low,0.9
R1207,Morata Corner 1207,Z14,Moratalaz,fast_food,1,11.1,2.3,large,true,weekend_discount,high,0.99
R1208,Chamberi Patty 1208,Z07,Chamberí,burger,2,15.5,2.4,medium,false,random_flash,medium,1.44
R1209,Golden Now 1209,Z04,Salamanca,grocery_convenience,2,7.0,1.3,large,false,none,medium,0.94
R1210,Golden Corner 1210,Z04,Salamanca,fast_food,1,10.5,2.4,small,true,lunch_combo,medium,1.23
R1211,Central Now 1211,Z01,Centro,grocery_convenience,1,7.2,1.6,small,false,none,low,1.1
R1212,Bernabeu Shawarma 1212,Z05,Chamartín,kebab,1,9.2,1.4,medium,true,healthy_lunch,medium,1.01
R1213,Central Doner 1213,Z01,Centro,kebab,3,8.7,1.7,small,false,random_flash,low,0.95
R1214,Metropolitano Mesón 1214,Z20,San Blas-Canillejas,spanish_tapas,1,18.3,2.6,medium,false,none,medium,0.94
R1215,Villa Smash 1215,Z18,Villa de Vallecas,burger,1,14.2,2.4,medium,true,weekend_discount,medium,1.01
R1216,Monte Mesón 1216,Z08,Fuencarral-El Pardo,spanish_tapas,2,18.1,3.5,small,false,none,medium,1.03
R1217,Chamberi Daily 1217,Z07,Chamberí,grocery_convenience,1,7.6,1.2,medium,false,none,medium,0.84
R1218,Bernabeu Azteca 1218,Z05,Chamartín,mexican,2,13.9,3.1,medium,true,taco_tuesday_2x1,medium,1.22
R1219,Lineal Box 1219,Z15,Ciudad Lineal,fast_food,1,11.6,2.3,small,true,weekend_discount,medium,1.1
R1220,Cara Roma 1220,Z11,Carabanchel,pizza,2,14.8,3.2,medium,true,weekend_discount,low,0.97
R1221,Cara Taco 1221,Z11,Carabanchel,mexican,2,13.4,3.0,large,true,taco_tuesday_2x1,low,0.76
R1222,Horta Patty 1222,Z16,Hortaleza,burger,2,13.2,2.3,medium,false,none,low,0.91
R1223,Chamberi Stack 1223,Z07,Chamberí,burger,2,12.8,2.5,medium,true,lunch_combo,low,1.21
R1224,Park Roma 1224,Z03,Retiro,pizza,3,15.6,3.2,medium,true,lunch_combo,low,1.02
R1225,Norte Bites 1225,Z06,Tetuán,fast_food,1,11.1,1.7,medium,true,lunch_combo,low,1.2
R1226,Bernabeu Sushi 1226,Z05,Chamartín,sushi,4,21.8,4.5,large,false,none,high,1.08
R1227,Usera Casa 1227,Z12,Usera,spanish_tapas,2,17.2,2.6,large,false,none,low,1.19
R1228,Norte Stack 1228,Z06,Tetuán,burger,1,14.7,2.5,large,true,weekend_discount,low,1.23
R1229,Vallecas Azteca 1229,Z13,Puente de Vallecas,mexican,2,13.1,3.2,small,true,taco_tuesday_2x1,low,1.05
R1230,Norte Tokyo 1230,Z06,Tetuán,sushi,1,21.0,3.6,medium,false,none,low,1.0
R1231,Latina Market 1231,Z10,Latina,grocery_convenience,2,7.4,1.3,large,false,none,low,1.16
R1232,Norte Corner 1232,Z06,Tetuán,fast_food,2,11.4,1.7,large,true,lunch_combo,low,1.32
R1233,River Roots 1233,Z02,Arganzuela,healthy,1,11.0,2.3,small,true,healthy_lunch,medium,1.09
R1234,River Wrap 1234,Z02,Arganzuela,kebab,1,8.0,1.8,medium,false,random_flash,low,1.13
R1235,Vallecas Fresh 1235,Z13,Puente de Vallecas,healthy,3,13.3,1.9,medium,false,none,medium,1.09
R1236,Usera Gelato 1236,Z12,Usera,dessert,2,8.0,2.2,medium,false,random_flash,medium,1.08
R1237,Horta Brothers 1237,Z16,Hortaleza,kebab,3,8.2,2.1,small,false,none,medium,1.12
R1238,Golden Burrito 1238,Z04,Salamanca,mexican,2,13.0,2.2,medium,true,weekend_discount,medium,1.27
R1239,Golden Tokyo 1239,Z04,Salamanca,sushi,2,21.4,4.1,medium,false,none,medium,0.82
R1240,Vical Napoli 1240,Z19,Vicálvaro,pizza,1,16.7,2.4,small,false,none,medium,0.78
R1241,Aravaca Fit 1241,Z09,Moncloa-Aravaca,healthy,2,11.1,2.0,medium,false,none,low,1.18
